8	6	3
8	6	3
8	6	3
8	6	3
8	6	3
8.0001	6.0001	3
8.0002	6.0001	3
8.0003	6.0002	3
8.0004	6.0003	3
8.0006	6.0005	3
8.0008	6.0006	3
8.001	6.0009	3
8.0013	6.0011	3
8.0016	6.0014	3
8.0021	6.0018	3
8.0025	6.0021	3
8.003	6.0026	3
8.0036	6.0031	3
8.0043	6.0037	3
8.005	6.0043	3
8.0058	6.005	3
8.0067	6.0058	3
8.0077	6.0066	3
8.0088	6.0076	3
8.01	6.0086	3
8.0112	6.0096	3
8.0126	6.0108	3
8.014	6.0121	3
8.0156	6.0134	3
8.0173	6.0149	3
8.019	6.0164	3
8.0209	6.018	3
8.0229	6.0198	3
8.025	6.0216	3
8.0273	6.0236	3
8.0297	6.0256	3
8.0321	6.0278	3
8.0348	6.0301	3
8.0375	6.0325	3
8.0404	6.035	3
8.0434	6.0376	3
8.0466	6.0404	3
8.0499	6.0433	3
8.0534	6.0463	3
8.0569	6.0494	3
8.0607	6.0527	3
8.0646	6.0561	3
8.0686	6.0596	3
8.0728	6.0633	3
8.0772	6.0671	3
8.0817	6.0711	3
8.0863	6.0752	3
8.0912	6.0794	3
8.0961	6.0838	3
8.1013	6.0883	3
8.1066	6.093	3
8.1121	6.0979	3
8.1178	6.1029	3
8.1236	6.108	3
8.1296	6.1133	3
8.1357	6.1188	3
8.1421	6.1244	3
8.1486	6.1302	3
8.1553	6.1361	3
8.1622	6.1422	3
8.1692	6.1485	3
8.1765	6.1549	3
8.1839	6.1615	3
8.1915	6.1683	3
8.1992	6.1752	3
8.2072	6.1823	3
8.2153	6.1896	3
8.2237	6.1971	3
8.2322	6.2047	3
8.2409	6.2125	3
8.2498	6.2205	3
8.2589	6.2286	3
8.2681	6.237	3
8.2776	6.2455	3
8.2872	6.2542	3
8.2971	6.263	3
8.3071	6.2721	3
8.3173	6.2813	3
8.3277	6.2907	3
8.3383	6.3003	3
8.3491	6.3101	3
8.3601	6.3201	3
8.3713	6.3302	3
8.3827	6.3405	3
8.3942	6.351	3
8.406	6.3618	3
8.4179	6.3726	3
8.4301	6.3837	3
8.4424	6.395	3
8.4549	6.4064	3
8.4676	6.4181	3
8.4805	6.4299	3
8.4936	6.4419	3
8.5069	6.4541	3
8.5204	6.4665	3
8.5341	6.4791	3
8.5479	6.4919	3
8.562	6.5049	3
8.5762	6.518	3
8.5907	6.5314	3
8.6053	6.5449	3
8.6201	6.5587	3
8.6351	6.5726	3
8.6503	6.5867	3
8.6657	6.601	3
8.6812	6.6155	3
8.697	6.6302	3
8.7129	6.645	3
8.729	6.6601	3
8.7453	6.6754	3
8.7618	6.6908	3
8.7784	6.7064	3
8.7952	6.7223	3
8.8123	6.7383	3
8.8294	6.7545	3
8.8468	6.7709	3
8.8644	6.7875	3
8.8821	6.8042	3
8.9	6.8212	3
8.918	6.8383	3
8.9363	6.8557	3
8.9547	6.8732	3
8.9733	6.8909	3
8.992	6.9088	3
9.0109	6.9269	3
9.03	6.9451	3
9.0492	6.9636	3
9.0687	6.9822	3
9.0882	7.001	3
9.108	7.02	3
9.1278	7.0392	3
9.1479	7.0586	3
9.1681	7.0781	3
9.1885	7.0978	3
9.209	7.1177	3
9.2296	7.1378	3
9.2504	7.1581	3
9.2714	7.1785	3
9.2925	7.1991	3
9.3138	7.2199	3
9.3352	7.2409	3
9.3567	7.262	3
9.3784	7.2834	3
9.4002	7.3049	3
9.4222	7.3265	3
9.4443	7.3484	3
9.4665	7.3704	3
9.4889	7.3926	3
9.5114	7.4149	3
9.534	7.4374	3
9.5567	7.4601	3
9.5796	7.483	3
9.6026	7.506	3
9.6257	7.5292	3
9.6489	7.5525	3
9.6723	7.576	3
9.6958	7.5997	3
9.7193	7.6235	3
9.743	7.6475	3
9.7668	7.6717	3
9.7907	7.696	3
9.8148	7.7205	3
9.8389	7.7451	3
9.8631	7.7699	3
9.8874	7.7948	3
9.9118	7.8199	3
9.9364	7.8451	3
9.961	7.8705	3
9.9857	7.896	3
10.01	7.9217	3
10.035	7.9476	3
10.06	7.9735	3
10.085	7.9997	3
10.11	8.0259	3
10.136	8.0523	3
10.161	8.0789	3
10.186	8.1056	3
10.212	8.1324	3
10.237	8.1594	3
10.263	8.1865	3
10.288	8.2137	3
10.314	8.2411	3
10.34	8.2686	3
10.366	8.2963	3
10.391	8.324	3
10.417	8.3519	3
10.443	8.38	3
10.469	8.4081	3
10.495	8.4364	3
10.522	8.4648	3
10.548	8.4933	3
10.574	8.522	3
10.6	8.5508	3
10.626	8.5797	3
10.653	8.6087	3
10.679	8.6378	3
10.705	8.667	3
10.732	8.6964	3
10.758	8.7259	3
10.785	8.7554	3
10.811	8.7851	3
10.837	8.8149	3
10.864	8.8448	3
10.89	8.8749	3
10.917	8.905	3
10.943	8.9352	3
10.97	8.9655	3
10.996	8.996	3
10.996	8.996	3
11.023	9.0265	3
11.05	9.0571	3
11.076	9.0878	3
11.103	9.1186	3
11.129	9.1495	3
11.155	9.1804	3
11.182	9.2113	3
11.208	9.2423	3
11.235	9.2734	3
11.261	9.3045	3
11.287	9.3356	3
11.313	9.3667	3
11.34	9.3978	3
11.366	9.4289	3
11.392	9.46	3
11.418	9.4911	3
11.444	9.5222	3
11.469	9.5533	3
11.495	9.5843	3
11.521	9.6153	3
11.547	9.6463	3
11.572	9.6772	3
11.598	9.708	3
11.623	9.7388	3
11.648	9.7695	3
11.673	9.8002	3
11.698	9.8307	3
11.723	9.8612	3
11.748	9.8916	3
11.773	9.9219	3
11.797	9.9521	3
11.822	9.9822	3
11.846	10.012	3
11.871	10.042	3
11.895	10.072	3
11.919	10.101	3
11.943	10.131	3
11.966	10.16	3
11.99	10.189	3
12.014	10.219	3
12.037	10.247	3
12.06	10.276	3
12.083	10.305	3
12.106	10.333	3
12.129	10.362	3
12.152	10.39	3
12.174	10.418	3
12.196	10.445	3
12.219	10.473	3
12.241	10.5	3
12.263	10.528	3
12.284	10.555	3
12.306	10.582	3
12.327	10.608	3
12.349	10.635	3
12.37	10.661	3
12.391	10.687	3
12.411	10.713	3
12.432	10.738	3
12.452	10.764	3
12.473	10.789	3
12.493	10.814	3
12.513	10.839	3
12.532	10.863	3
12.552	10.888	3
12.571	10.912	3
12.591	10.935	3
12.61	10.959	3
12.629	10.982	3
12.647	11.006	3
12.666	11.028	3
12.684	11.051	3
12.702	11.074	3
12.72	11.096	3
12.738	11.118	3
12.756	11.139	3
12.773	11.161	3
12.791	11.182	3
12.808	11.203	3
12.825	11.224	3
12.842	11.244	3
12.858	11.264	3
12.875	11.284	3
12.891	11.304	3
12.907	11.323	3
12.923	11.342	3
12.939	11.361	3
12.954	11.38	3
12.969	11.398	3
12.985	11.416	3
13	11.434	3
13.015	11.452	3
13.029	11.469	3
13.044	11.486	3
13.058	11.503	3
13.072	11.52	3
13.086	11.536	3
13.1	11.552	3
13.114	11.568	3
13.127	11.583	3
13.141	11.598	3
13.154	11.613	3
13.167	11.628	3
13.18	11.643	3
13.192	11.657	3
13.205	11.671	3
13.217	11.684	3
13.229	11.698	3
13.241	11.711	3
13.253	11.724	3
13.265	11.736	3
13.276	11.749	3
13.288	11.761	3
13.299	11.773	3
13.31	11.784	3
13.321	11.796	3
13.332	11.807	3
13.342	11.818	3
13.353	11.828	3
13.363	11.839	3
13.374	11.849	3
13.384	11.859	3
13.394	11.868	3
13.403	11.878	3
13.413	11.887	3
13.423	11.896	3
13.432	11.904	3
13.441	11.913	3
13.45	11.921	3
13.459	11.929	3
13.468	11.937	3
13.477	11.944	3
13.486	11.951	3
13.494	11.958	3
13.503	11.965	3
13.511	11.972	3
13.519	11.978	3
13.527	11.984	3
13.535	11.99	3
13.543	11.996	3
13.551	12.001	3
13.559	12.006	3
13.566	12.011	3
13.574	12.016	3
13.581	12.021	3
13.588	12.025	3
13.595	12.029	3
13.603	12.033	3
13.61	12.037	3
13.617	12.041	3
13.623	12.044	3
13.63	12.048	3
13.637	12.051	3
13.643	12.053	3
13.65	12.056	3
13.657	12.059	3
13.663	12.061	3
13.669	12.063	3
13.676	12.065	3
13.682	12.067	3
13.688	12.069	3
13.694	12.07	3
13.7	12.071	3
13.706	12.073	3
13.712	12.074	3
13.718	12.074	3
13.724	12.075	3
13.73	12.076	3
13.736	12.076	3
13.742	12.076	3
13.748	12.076	3
13.753	12.076	3
13.759	12.076	3
13.765	12.076	3
13.77	12.076	3
13.776	12.075	3
13.782	12.074	3
13.788	12.074	3
13.793	12.073	3
13.799	12.072	3
13.805	12.071	3
13.81	12.07	3
13.816	12.068	3
13.822	12.067	3
13.827	12.065	3
13.833	12.064	3
13.839	12.062	3
13.844	12.06	3
13.85	12.059	3
13.856	12.057	3
13.862	12.055	3
13.868	12.053	3
13.874	12.05	3
13.88	12.048	3
13.886	12.046	3
13.892	12.044	3
13.898	12.041	3
13.904	12.039	3
13.91	12.036	3
13.916	12.034	3
13.923	12.031	3
13.929	12.029	3
13.936	12.026	3
13.942	12.023	3
13.949	12.021	3
13.955	12.018	3
13.962	12.015	3
13.969	12.012	3
13.976	12.01	3
13.983	12.007	3
13.99	12.004	3
13.997	12.001	3
13.997	12.001	3
14.004	11.998	3
14.012	11.995	3
14.019	11.993	3
14.027	11.99	3
14.035	11.987	3
14.042	11.984	3
14.05	11.981	3
14.058	11.978	3
14.066	11.976	3
14.075	11.973	3
14.083	11.97	3
14.091	11.967	3
14.1	11.964	3
14.108	11.961	3
14.117	11.958	3
14.126	11.955	3
14.135	11.952	3
14.143	11.949	3
14.153	11.946	3
14.162	11.943	3
14.171	11.94	3
14.18	11.937	3
14.19	11.933	3
14.199	11.93	3
14.209	11.927	3
14.219	11.924	3
14.228	11.92	3
14.238	11.917	3
14.248	11.914	3
14.259	11.91	3
14.269	11.907	3
14.279	11.903	3
14.289	11.9	3
14.3	11.896	3
14.31	11.893	3
14.321	11.889	3
14.332	11.886	3
14.343	11.882	3
14.354	11.878	3
14.365	11.874	3
14.376	11.871	3
14.387	11.867	3
14.398	11.863	3
14.41	11.859	3
14.421	11.855	3
14.433	11.851	3
14.445	11.847	3
14.456	11.843	3
14.468	11.839	3
14.48	11.835	3
14.492	11.83	3
14.504	11.826	3
14.517	11.822	3
14.529	11.817	3
14.541	11.813	3
14.554	11.809	3
14.566	11.804	3
14.579	11.8	3
14.592	11.795	3
14.605	11.79	3
14.617	11.786	3
14.63	11.781	3
14.643	11.776	3
14.657	11.771	3
14.67	11.767	3
14.683	11.762	3
14.697	11.757	3
14.71	11.752	3
14.724	11.747	3
14.737	11.742	3
14.751	11.737	3
14.765	11.732	3
14.779	11.726	3
14.793	11.721	3
14.807	11.716	3
14.821	11.711	3
14.835	11.705	3
14.849	11.7	3
14.864	11.695	3
14.878	11.689	3
14.893	11.684	3
14.907	11.678	3
14.922	11.673	3
14.937	11.667	3
14.951	11.661	3
14.966	11.656	3
14.981	11.65	3
14.996	11.644	3
15.011	11.638	3
15.027	11.633	3
15.042	11.627	3
15.057	11.621	3
15.073	11.615	3
15.088	11.609	3
15.104	11.603	3
15.119	11.597	3
15.135	11.591	3
15.151	11.585	3
15.166	11.579	3
15.182	11.573	3
15.198	11.566	3
15.214	11.56	3
15.23	11.554	3
15.246	11.548	3
15.263	11.541	3
15.279	11.535	3
15.295	11.529	3
15.312	11.523	3
15.328	11.516	3
15.345	11.51	3
15.361	11.503	3
15.378	11.497	3
15.394	11.491	3
15.411	11.484	3
15.428	11.478	3
15.445	11.471	3
15.462	11.465	3
15.479	11.458	3
15.496	11.452	3
15.513	11.445	3
15.53	11.439	3
15.547	11.432	3
15.564	11.426	3
15.582	11.419	3
15.599	11.413	3
15.616	11.406	3
15.634	11.399	3
15.651	11.393	3
15.669	11.386	3
15.687	11.38	3
15.704	11.373	3
15.722	11.367	3
15.74	11.36	3
15.757	11.354	3
15.775	11.347	3
15.793	11.341	3
15.811	11.334	3
15.829	11.328	3
15.847	11.321	3
15.865	11.315	3
15.883	11.308	3
15.901	11.302	3
15.919	11.295	3
15.938	11.289	3
15.956	11.282	3
15.974	11.276	3
15.993	11.27	3
16.011	11.263	3
16.029	11.257	3
16.048	11.251	3
16.066	11.244	3
16.085	11.238	3
16.103	11.232	3
16.122	11.226	3
16.14	11.22	3
16.159	11.214	3
16.178	11.208	3
16.196	11.201	3
16.215	11.195	3
16.234	11.19	3
16.253	11.184	3
16.272	11.178	3
16.29	11.172	3
16.309	11.166	3
16.328	11.16	3
16.347	11.155	3
16.366	11.149	3
16.385	11.143	3
16.404	11.138	3
16.423	11.132	3
16.442	11.127	3
16.461	11.122	3
16.48	11.116	3
16.499	11.111	3
16.518	11.106	3
16.537	11.101	3
16.557	11.096	3
16.576	11.091	3
16.595	11.086	3
16.614	11.081	3
16.633	11.076	3
16.653	11.071	3
16.672	11.067	3
16.691	11.062	3
16.71	11.058	3
16.73	11.053	3
16.749	11.049	3
16.768	11.044	3
16.787	11.04	3
16.807	11.036	3
16.826	11.032	3
16.845	11.028	3
16.865	11.024	3
16.884	11.021	3
16.903	11.017	3
16.923	11.013	3
16.942	11.01	3
16.961	11.006	3
16.981	11.003	3
17	11	3
17	11	3
17.019	10.997	3
17.039	10.994	3
17.058	10.991	3
17.077	10.988	3
17.097	10.986	3
17.116	10.983	3
17.135	10.981	3
17.155	10.978	3
17.174	10.976	3
17.193	10.974	3
17.212	10.972	3
17.232	10.97	3
17.251	10.968	3
